cluster_id,cluster_size,canonical_name,member_ids,member_names
24622,6,"Lohan, Mc","617388, 617390, 617391, 617392, 617393, 620548","lohan, mc, lohan, mc, lohan, mc, lohan, mc, lohan, mc, lohan, mc"
24626,4,"Löhr, B","631218, 632359, 633557, 638018","löhr, b, löhr, b, löhr, b, löhr, b"
24627,3,"Lohrmann, E","631218, 633557, 638018","lohrmann, e, lohrmann, e, lohrmann, e"
24635,26,"Lolli, Lorenzo","629446, 629788, 630432, 631892, 632155, 632287, 632509, 632510, 632546, 632547, 632548, 634789, 634790, 634791, 634792, 634793, 634795, 635565, 635642, 636353, 637631, 638578, 641696, 641801, 641988, 643607","lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo, lolli, lorenzo"
24638,3,"Lombardi, O","626756, 618412, 635083","lombard, p, lombardi, o, lombardi, p"
24646,2,"Lončarić, M","632760, 636840","lončarić, m, lončarić, m"
24648,2,"Londero Brandli, L","626523, 631918","londero brandli, l, londero brandli, l"
24649,2,"Londero Brandli, Luciana","630899, 635082","londero brandli, luciana, londero brandli, luciana"
24650,2,"London, Edythe","625246, 625247","london, edythe, london, edythe"
24658,5,"Lonergan, Patrick","624752, 630333, 630563, 631050, 642573","lonergan, patrick p, lonergan, paddy, lonergan, patrick, lonergan, paddy, lonergan, patrick"
24660,6,"Long, R","619460, 619580, 619634, 621864, 638733, 94835","long, r, long, sp, long, ph, long, r, long, s, longo, s"
24661,3,"Long, J","620598, 634878, 634879","long, j, long, j, long, j"
24663,2,"Long, Judith","633791, 633792","long, judith, long, judith"
24670,2,"Longden, Mike","627221, 629888","longden, mike, longden, mike"
24673,3,"Longe, Omowunmi Mary","637707, 639063, 639817","longe, omowunmi mary, longe, omowunmi mary, longe, omowunmi mary"
24674,4,"Longhin, A","631218, 632359, 633557, 638018","longhin, a, longhin, a, longhin, a, longhin, a"
24675,2,"Longhurst, James","626954, 628700","longhurst, james, longhurst, james"
24677,13,"Longley, V","624168, 624169, 624170, 624201, 624205, 624206, 624207, 628091, 628375, 630762, 631465, 632328, 635797","longley, v, longley, v, longley, v, longley, v, longley, v, longley, v, longley, v, longley, verity, longley, v, longley, verity, longley, verity, longley, verity, longley, verity"
24690,5,"Lonsdale, Ray","90736, 91226, 91239, 91261, 93837","lonsdale, ray, lonsdale, ray, lonsdale, ray, lonsdale, ray, lonsdale, ray"
24691,2,"Lonsdale, Kate","633664, 635017","lonsdale, kate, lonsdale, kate"
24706,3,"Lopes, Marcia","630342, 634862, 635367","lopes, marcia, lopes, marcia, lopes, marcia"
24707,2,"Lopes, Ma","630481, 631140","lopes, m, lopes, ma"
24713,2,"Lopes Pires, Maria Elisa","628016, 632330","lopes pires, maria elisa, lopes pires, maria"
24715,2,"Lopez, Emilie","3683, 10032","lopez, emilie, lopez, emilie"
24716,3,"Lopez, Sr","92299, 110926, 639030","lopez, e, lopez, c, lopez, sr"
24719,2,"Lopez, Oscar L","625246, 631035","lopez, oscar l, lopez, oscar l"
24722,3,"Lopez, Emmanuel","634790, 634792, 634795","lopez, emmanuel, lopez, emmanuel, lopez, emmanuel"
24728,6,"Lopez Gonzalez, Gabriela","632612, 624016, 624345, 626803, 636750, 638383","lopez gonzalez, gabriela, lopez gonzalez, gabriela, lopez gonzalez, gabriela, lopez gonzalez, gabriela, lopez gonzalez, gabriela, lopez gonzalez, gabriela"
24733,2,"Lopez Cancio, Elena","631035, 634366","lopez cancio, elena, lopez cancio, e"
24734,2,"Lopez Diaz, Karen","634727, 634728","lopez diaz, karen, lopez diaz, karen"
24735,2,"Lopez Fabuel, Irene","632699, 632702","lopez fabuel, irene, lopez fabuel, irene"
24737,6,"Lopez Gonzalez, G","619765, 622612, 622613, 624017, 624023, 627667","lopez gonzalez, g, lopez gonzalez, g, lopez gonzalez, g, lopez gonzalez, g, lopez gonzalez, g, lopez gonzalez, g"
24739,2,"López López, Jose A","631540, 633079","lópez lópez, jose a, lópez lópez, josé a"
24749,5,"Loporto, Michela","140870, 144172, 222012, 315709, 344571","loporto, michela, loporto, michela, loporto, michela, loporto, michela, loporto, michela"
24750,3,"Loporto, M","144161, 582291, 606959","loporto, m, loporto, m, loporto, m"
24751,4,"Loraine, Mish","637284, 637363, 639256, 641651","loraine, m, loraine, mish, loraine, mish, loraine, mish"
24752,45,"Loram, I","727, 13205, 13207, 13208, 13212, 13634, 13645, 84654, 85063, 580112, 580113, 600512, 600519, 600520, 605893, 608660, 611552, 617115, 617343, 617375, 617804, 617805, 617806, 618203, 618203, 618348, 618744, 618977, 619658, 619659, 620891, 620892, 621068, 622645, 624134, 624142, 624643, 624842, 624891, 624893, 625484, 626725, 629266, 629730, 630505","loram, id, loram, ian d, loram, ian d, loram, ian d, loram, ian d, loram, ian d, loram, ian d, loram, ian d, loram, ian d, loram, i, loram, id, loram, id, loram, id, loram, id, loram, id, loram, i, loram, id, loram, i, loram, i, loram, id, loram, id, loram, i, loram, i, loram, i, loram, a, loram, id, loram, i, loram, i, loram, ian d, loram, id, loram, i, loram, i, loram, i, loram, ian, loram, ian, loram, ian d, loram, ian d, loram, ian, loram, ian, loram, id, loram, ian, loram, i, loram, ian, loram, ian, loram, ian"
24753,3,"Lorbeer, R","623280, 623281, 623283","lorbeer, r, lorbeer, r, lorbeer, r"
24754,4,"Lord, Jm","617962, 619912, 623305, 627738","lord, jm, lord, e, lord, jm, lord, j"
24755,6,"Lord, Janet","623930, 625299, 626825, 629429, 634842, 636219","lord, janet, lord, janet, lord, janet, lord, janet, lord, janet, lord, janet m"
24756,3,"Lord, Sue","626852, 629981, 635887","lord, sue, lord, sue, lord, sue"
24757,2,"Lord, Nicholas","628817, 629308","lord, nicholas, lord, nicholas"
24768,3,"Lorenzo, E","620585, 621271, 623169","lorenzo, e, lorenzo, e, lorenzo, e"
24774,4,"Lorkowski, F","631218, 632359, 633557, 638018","lorkowski, f, lorkowski, f, lorkowski, f, lorkowski, f"
24777,9,"Lorono Leturiondo, Maria","630256, 630257, 630258, 631107, 625149, 626508, 622388, 625436, 626237","lorono leturiondo, maria, lorono leturiondo, maria, lorono leturiondo, maria, lorono leturiondo, maria, loroño leturiondo, maria, lorono leturiondo, maria, loroño leturiondo, maria, loroño leturiondo, maria, loroño leturiondo, maria"
24783,6,"Losada Pérez, P","620887, 566251, 566252, 566964, 630835, 631349","losada perez, p, losada pérez, p, losada pérez, p, losada pérez, p, losada pérez, p, losada pérez, p"
24792,4,"Loturco, Irineu","627499, 628258, 632555, 641700","loturco, irineu, loturco, irineu, loturco, irineu, loturco, irineu"
24795,42,"Lou, Eric","620100, 620144, 620145, 620146, 620147, 620148, 620149, 620150, 620151, 620227, 620230, 620413, 620524, 620525, 620529, 621215, 621890, 622442, 622445, 622510, 623030, 623031, 623774, 624125, 624634, 624635, 625395, 625660, 626090, 626593, 626947, 627057, 627289, 627441, 628217, 628646, 629129, 631017, 634555, 634904, 636393, 641575","lou, ecw, lou, e, lou, ecw, lou, ecw, lou, e, lou, e, lou, ecw, lou, e, lou, eric cw, lou, e, lou, ecw, lou, ecw, lou, ecw, lou, eric, lou, ecw, lou, eric, lou, eric, lou, eric, lou, eric, lou, eric, lou, eric, lou, eric cw, lou, eric, lou, eric cw, lou, eric, lou, eric, lou, eric cw, lou, ecw, lou, eric cw, lou, eric cw, lou, eric cw, lou, eric, lou, eric cw, lou, eric cw, lou, eric, lou, eric, lou, eric cw, lou, eric cw, lou, eric cw, lou, eric, lou, e, lou, eric"
24798,2,"Lou, Yingqiang","630861, 632493","lou, yingqiang, lou, yingqiang"
24804,2,"Loudcher, Jean François","316636, 634091","loudcher, jean françois, loudcher, jean francois"
24806,9,"Loughlin, M","114, 142, 604455, 607260, 607277, 607278, 617783, 617784, 617785","loughlin, m, loughlin, m, loughlin, m, loughlin, m, loughlin, m, loughlin, m, loughlin, m, loughlin, m, loughlin, m"
24807,8,"Loughlin, Michael","70882, 70884, 70885, 93488, 93531, 95413, 132956, 630330","loughlin, michael, loughlin, michael, loughlin, michael, loughlin, michael, loughlin, michael, loughlin, michael, loughlin, michael, loughlin, michael"
24812,5,"Louis, Jb","619891, 638735, 638736, 638738, 638739","louies, j, louis, jb, louis, jb, louis, j, louis, jb"
24815,2,"Loukola, Anu","625246, 625249","loukola, anu, loukola, anu"
24823,2,"Lourenção, M","634752, 635277","lourenção, m, lourenção, m"
24830,3,"Louzada, J","617293, 621348, 621793","louzada, j, louzada, j, louzada, j"
24831,3,"Louzada, Julio","624950, 626622, 629979","louzada, júlio, louzada, julio, louzada, julio"
24832,12,"Lovatt, Christopher J","6702, 6703, 6706, 6770, 6771, 8255, 8315, 9276, 9357, 12431, 29013, 32580","lovatt, christopher j, lovatt, christopher j, lovatt, christopher j, lovatt, christopher j, lovatt, christopher j, lovatt, christopher j, lovatt, christopher j, lovatt, christopher j, lovatt, christopher j, lovatt, christopher j, lovatt, christopher j, lovatt, christopher j"
24834,2,"Love, S","579743, 628471","love, s, love, s"
24836,5,"Love, Robbie","632108, 632112, 632117, 633478, 636172","love, robbie, love, robbie, love, robbie, love, robbie, love, robbie"
24839,2,"Lovegrove, Julie A","623686, 640106","lovegrove, julie a, lovegrove, julie a"
24840,4,"Lovejoy, T","622610, 624017, 624023, 627667","lovejoy, te, lovejoy, t, lovejoy, t, lovejoy, t"
24841,2,"Lovejoy, Thomas E","624345, 626803","lovejoy, thomas e, lovejoy, thomas"
24843,5,"Lovell, H","619053, 619054, 620805, 621339, 623186","lovell, h, lovell, h, lovell, h, lovell, h, lovell, h"
24846,4,"Lovett, Jon","622614, 624023, 628741, 638383","lovett, j, lovett, jc, lovett, jo, lovett, jon"
24850,3,"Lovren, Vo","628124, 628493, 635083","lovren, vo, lovren, vo, lovren, vo"
24851,2,"Low, Robert J","110780, 110781","low, robert j, low, robert j"
24853,2,"Low, Da","629957, 636397","low, da, low, da"
24854,2,"Low, David A","632155, 633300","low, david a, low, david a"
24856,2,"Lowden, Kevin","627880, 627883","lowden, kevin, lowden, kevin"
24857,4,"Lowdon, Jw","617944, 620514, 620831, 631286","lowdon, jw, lowdon, jw, lowdon, j, lowdon, jw"
24858,3,"Lowdon, Joseph W","632212, 635535, 639614","lowdon, joseph w, lowdon, joseph w, lowdon, joseph w"
24861,3,"Lowe, Mike","85214, 85234, 626206","lowe, mike, lowe, mike, lowe, mike"
24864,9,"Lowe, Michelle","276174, 622386, 622387, 622389, 622390, 626937, 629733, 629734, 629735","lowe, michelle, lowe, michelle, lowe, michelle, lowe, michelle, lowe, michelle, lowe, michelle, lowe, michelle, lowe, michelle, lowe, michelle"
24866,15,"Lowe, T","581791, 581807, 581835, 582555, 628506, 637286, 637287, 637288, 637313, 637322, 637323, 637324, 637451, 637453, 637455","lowe, rd, lowe, rd, lowe, rd, lowe, r, lowe, t, lowe, t, lowe, t, lowe, t, lowe, t, lowe, t, lowe, t, lowe, t, lowe, t, lowe, t, lowe, t"
24867,9,"Lowe, Robert","618091, 618846, 623042, 624298, 625661, 627310, 631490, 632551, 634417","lowe, robert, lowe, robert, lowe, robert, lowe, robert, lowe, robert, lowe, robert d, lowe, robert, lowe, robert, lowe, robert d"
24874,3,"Lowry, D","592974, 617417, 618693","lowry, d, lowry, d, lowry, d"
24878,2,"Lowry, Ruth","637000, 643257","lowry, ruth, lowry, ruth"
24881,3,"Lowthian, Jackie","621414, 622259, 628826","lowthian, jackie, lowthian, jackie, lowthian, jackie"
24884,3,"Lozano, Je","623280, 623281, 623283","lozano, je, lozano, je, lozano, je"
24888,2,"Lozin, Vv","613698, 617924","lozin, vv, lozin, vv"
24892,7,"Lu, Y","606569, 623280, 623281, 623283, 627628, 635775, 639002","lu, y, lu, y, lu, y, lu, y, lu, y, lu, yi, lu, y"
24893,2,"Lu, R","617873, 619389","lu, r, lu, r"
24896,2,"Lu, H","623130, 642681","lu, h, lu, h"
24899,2,"Lu, Lin","627361, 633639","lu, lin, lu, lin"
24902,2,"Lu, Yixuan","629244, 643303","lu, yixuan, lu, xixuan"
24903,4,"Lu, Huicui","630248, 636750, 639927, 640126","lu, huicui, lu, huicui, lu, huicui, lu, huicui"
24904,3,"Lu, Yang","630718, 640416, 641213","lu, yan, lu, yang, lu, yao"
24907,15,"Lu, Wenqi","633097, 633175, 633176, 633177, 634635, 634871, 634872, 636895, 637080, 639692, 640539, 641453, 642484, 642485, 642486","lu, wenqi, lu, wenqi, lu, wenqi, lu, wenqi, lu, wenqi, lu, w, lu, w, lu, w, lu, w, lu, wenqi, lu, w, lu, wenqi, lu, wenqi, lu, wenqi, lu, wenqi"
24908,3,"Lu, Yuhuan","638446, 638723, 641675","lu, yuhuan, lu, yuhuan, lu, yuhuan"
24919,13,"Lucas, Raymond","6218, 621284, 624699, 624700, 624701, 624702, 625453, 625457, 625458, 625459, 627159, 630574, 642198","lucas, raymond, lucas, r, lucas, ray, lucas, ray, lucas, ray, lucas, raymond, lucas, raymond, lucas, ray, lucas, ray, lucas, ray, lucas, raymond, lucas, raymond, lucas, raymond"
24920,3,"Lucas, Evie","13292, 618672, 632778","lucas, d, lucas, e, lucas, evie"
24921,24,"Lucas, Rosemary E","70879, 72933, 72935, 82979, 84308, 84494, 90816, 90817, 90818, 90819, 90820, 90838, 90839, 90840, 90979, 90980, 90981, 90996, 90997, 90998, 90999, 91000, 91199, 91228","lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e, lucas, rosemary e"
24924,3,"Lucas, Sje","626838, 626844, 626845","lucas, sje, lucas, sje, lucas, sje"
24925,5,"Lucas, Rebekah A I","626848, 629822, 634938, 635112, 642620","lucas, rebekah ai, lucas, rebekah ai, lucas, rebekah a i, lucas, rebekah a i, lucas, rebekah a i"
24929,5,"Lucas, Samuel J E","634938, 635112, 635319, 636265, 642620","lucas, samuel j e, lucas, samuel j e, lucas, samuel je, lucas, samuel j e, lucas, samuel j e"
24931,3,"Lucas Borja, Manuel Esteban","639564, 643679, 639505","lucas borja, manuel esteban, lucas borja, manuel esteban, lucas borja, manuel esteban"
24940,2,"Lucia, A","604450, 607201","lucia, a, lucia, a"
24941,2,"Lucisano, G","620768, 635093","luciano, g, lucisano, g"
24944,2,"Lucidarme, Jay","629759, 629760","lucidarme, jay, lucidarme, j"
24949,3,"Luck, A","636799, 636813, 636839","luck, a, luck, a, luck, a"
24956,7,"Pallam, Manju","608772, 623136, 633547, 633548, 633549, 633550, 636461","luckson, manju, luckson, manju, pallam, manju c, pallam, manju c, pallam, manju, pallam, manju, pallam, manju"
24957,8,"Ludden, Geke","619692, 623199, 624358, 624359, 624544, 628921, 628922, 637680","ludden, g, ludden, geke, ludden, geke, ludden, geke ds, ludden, geke, ludden, geke, ludden, gds, ludden, geke"
24960,2,"Ludlam, Steve","132544, 132545","ludlam, steve, ludlam, steve"
24961,3,"Ludvigsen, Jan Andre Lee","629232, 633063, 635169","ludvigsen, jan andre lee, ludvigsen, jan andre lee, ludvigsen, jan andre lee"
24964,3,"Luebsen, Wilko","635343, 635344, 635345","luebsen, wilko, luebsen, wilko, luebsen, wilko"
24968,7,"Luetz, Johannes M","628492, 631069, 631148, 634340, 635265, 636772, 638580","luetz, johannes m, luetz, johannes, luetz, johannes m, luetz, johannes m, luetz, johannes m, luetz, johannes m, luetz, johannes m"
24969,2,"Luetz, Jm","635083, 635086","luetz, j, luetz, jm"
24977,2,"Lührs, B","619093, 630217","lührs, b, lührs, b"
24979,2,"Lui, Steve","631097, 631099","lui, steve, lui, steve"
24981,2,"Luiking, Marie Louise","624887, 628918","luiking, marie louise, luiking, marie louise"
24985,46,"Luiselli, L","619127, 619138, 622005, 622731, 623173, 624305, 624844, 625347, 625488, 625490, 626534, 626537, 626538, 626539, 626540, 626543, 626544, 628224, 628227, 629214, 629215, 629219, 629220, 629222, 629224, 629226, 629290, 630242, 630832, 631092, 632326, 632363, 632364, 632756, 633937, 635500, 635542, 635543, 635545, 636115, 636116, 636117, 638028, 638235, 638464, 639861","luiselli, l, luiselli, l, luiselli, luca, luiselli, luca, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, luca, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, luca, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, luca, luiselli, luca, luiselli, luca, luiselli, l, luiselli, luca, luiselli, l, luiselli, luca, luiselli, luca, luiselli, luca, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, l, luiselli, luca, luiselli, luca, luiselli, luca"
24992,2,"Lujan, M","613694, 615528","lujan, m, lujan, m"
25001,5,"Lukina, Natalia","624171, 630248, 636750, 639927, 640126","lukina, natalia, lukina, natalia v, lukina, natalia v, lukina, natalia, lukina, natalia"
25006,2,"Luksiene, D","623281, 623283","luksiene, d, luksiene, d"
25016,4,"Lund, Brian","70886, 70887, 70888, 70915","lund, brian, lund, brian, lund, brian, lund, brian"
25017,3,"Lund, Jn","596117, 618054, 633863","lund, jn, lund, d, lund, j"
25018,2,"Lund, Mt","600448, 626928","lund, mt, lund, mt"
25020,2,"Lund, Marianne T","632333, 641768","lund, marianne t, lund, marianne t"
25027,2,"Lundberg, Tommy R","627524, 634273","lundberg, tommy r, lundberg, tommy r"
25028,3,"Lundberg, Ie","634954, 634955, 637442","lundberg, ie, lundberg, ie, lundberg, ie"
25032,2,"Lundervold, Astri J","625246, 625247","lundervold, astri j, lundervold, astri j"
25036,3,"Lundqvist, A","623280, 623281, 623283","lundqvist, a, lundqvist, a, lundqvist, a"
25038,2,"Lundstrom, M","633644, 631034","lundstrom, m, lundström, m"
25044,3,"Lunghi, E","632359, 633557, 638018","lunghi, e, lunghi, e, lunghi, e"
25046,2,"Lunt, M","619761, 620695","lunt, m, lunt, m"
25047,4,"Luo, M","617941, 618773, 622878, 624968","luo, m, luo, m, luo, m, luo, m"
25049,4,"Luo, Bin","623479, 623581, 625385, 626670","luo, bin, luo, b, luo, bin, luo, b"
25050,14,"Luo, Ting","624423, 624880, 625060, 625061, 625062, 625949, 626282, 628472, 629468, 630641, 631108, 631522, 632946, 635035","luo, ming, luo, ting, luo, ting, luo, ting, luo, ting, luo, ting, luo, ting, luo, ting, luo, xing, luo, xing, luo, ting, luo, xing, luo, xin, luo, xin"
25052,2,"Luo, Y","626980, 642681","luo, y, luo, y"
25057,2,"Luong, Dorothy","643287, 643608","luong, dorothy, luong, dorothy"
25060,19,"Lupton, Benjamin","70235, 82980, 83716, 85334, 87542, 90816, 91001, 91002, 91013, 617220, 622876, 626768, 627133, 628208, 630767, 630768, 631093, 632402, 632403","lupton, benjamin, lupton, benjamin, lupton, benjamin, lupton, benjamin, lupton, benjamin, lupton, benjamin, lupton, benjamin, lupton, benjamin, lupton, benjamin, lupton, benjamin, lupton, b, lupton, ben, lupton, benjamin, lupton, ben, lupton, ben, lupton, ben, lupton, ben, lupton, ben, lupton, ben"
25061,10,"Luque, Ana","29854, 36312, 36332, 93513, 109600, 584070, 617376, 617494, 618405, 620719","luque, ana, luque, ana, luque, ana, luque, ana, luque, ana, luque, a, luque, a, luque, a, luque, a, luque, a"
